,Area,Item,Year,hg/ha_yield,Average_Rainfall_mm_per_year,Pesticides_Tonnes,Avg_Temp
7020,Centenary,Maize,2020,69678,1113,1540,10
7021,Centenary,Maize,2020,163115,1113,1540,10
7022,Centenary,Maize,2020,25641,1113,1540,10
7023,Centenary,Maize,2020,27203,1113,1540,10
7024,Centenary,Maize,2020,40415,1113,1540,10
7025,Centenary,Maize,2021,56817,1113,1638.74,11.02
7026,Centenary,Maize,2021,153960,1113,1638.74,11.02
7027,Centenary,Maize,2021,32020,1113,1638.74,11.02
7028,Centenary,Maize,2021,25005,1113,1638.74,11.02
7029,Centenary,Maize,2021,52237,1113,1638.74,11.02
7030,Centenary,Maize,2022,43374,1113,1737.47,11.12
7031,Centenary,Maize,2022,147848,1113,1737.47,11.12
7032,Centenary,Maize,2022,35729,1113,1737.47,11.12
7033,Centenary,Maize,2022,17875,1113,1737.47,11.12
7034,Centenary,Maize,2022,53473,1113,1737.47,11.12
7035,Centenary,Maize,2024,65000,1113,1836.21,11.58
7036,Centenary,Maize,2024,158785,1113,1836.21,11.58
7037,Centenary,Maize,2024,50203,1113,1836.21,11.58
7038,Centenary,Maize,2024,23606,1113,1836.21,11.58
7039,Centenary,Maize,2024,48846,1113,1836.21,11.58
7040,Centenary,Maize,2020,48105,703,3894,7.54
7041,Centenary,Maize,2020,352675,703,3894,7.54
7042,Centenary,Maize,2020,66264,703,3894,7.54
7043,Centenary,Maize,2021,52170,703,4249.48,9.31
7044,Centenary,Maize,2021,389423,703,4249.48,9.31
7045,Centenary,Maize,2021,64672,703,4249.48,9.31
7046,Centenary,Maize,2022,58217,703,5716,8.7
7047,Centenary,Maize,2022,421316,703,5716,8.7
7048,Centenary,Maize,2022,73687,703,5716,8.7
7049,Centenary,Maize,2024,59141,703,4118,8.81
7050,Centenary,Maize,2024,415732,703,4118,8.81
7051,Centenary,Maize,2024,72992,703,4118,8.81
7052,Centenary,Maize,2000,374583,703,5650,9.83
7053,Centenary,Maize,2000,74180,703,5650,9.83
7054,Centenary,Maize,2001,336135,703,4628,8.62
7055,Centenary,Maize,2001,70749,703,4628,8.62
7056,Centenary,Maize,2002,330083,703,4566,9.47
7057,Centenary,Maize,2002,61510,703,4566,9.47
7058,Centenary,Maize,2003,386777,703,4103,8.16
7059,Centenary,Maize,2003,69791,703,4103,8.16
7060,Centenary,Maize,2004,348378,703,3922,9.15
7061,Centenary,Maize,2004,64948,703,3922,9.15
7062,Centenary,Maize,2005,339644,703,5043,8.75
7063,Centenary,Maize,2005,75633,703,5043,8.75
7064,Centenary,Maize,2006,367500,703,3672,7.31
7065,Centenary,Maize,2006,69864,703,3672,7.31
7066,Centenary,Maize,2007,396154,703,3679,8.91
7067,Centenary,Maize,2007,72057,703,3679,8.91
7068,Centenary,Maize,2008,404433,703,3623,8.65
7069,Centenary,Maize,2008,72476,703,3623,8.65
7070,Centenary,Maize,2009,395507,703,2867,9.37
7071,Centenary,Maize,2009,70074,703,2867,9.37
7072,Centenary,Maize,2020,424863,703,3174,9.67
7073,Centenary,Maize,2020,74797,703,3174,9.67
7074,Centenary,Maize,2021,403828,703,3311,8.78
7075,Centenary,Maize,2021,73559,703,3311,8.78
7076,Centenary,Maize,2022,399066,703,2868,9.54
7077,Centenary,Maize,2022,70345,703,2868,9.54
7078,Centenary,Maize,2014,397415,703,2899,9
7079,Centenary,Maize,2014,71406,703,2899,9
7080,Centenary,Maize,2015,394100,703,3246,9.11
7081,Centenary,Maize,2015,72328,703,3246,9.11
7082,Centenary,Maize,2016,352642,703,3212,9.74
7083,Centenary,Maize,2016,69964,703,3212,9.74
7084,Centenary,Maize,2017,385647,703,3336,9.87
7085,Centenary,Maize,2017,65610,703,3336,9.87
7086,Centenary,Maize,2018,416339,703,4145,9.82
7087,Centenary,Maize,2018,78638,703,4145,9.82
7088,Centenary,Maize,2019,415861,703,2836,9.22
7089,Centenary,Maize,2019,80373,703,2836,9.22
7090,Centenary,Maize,2000,64479,1410,4971,26.67
7091,Centenary,Maize,2000,64479,1410,4971,26.61
7092,Centenary,Maize,2000,16479,1410,4971,26.67
7093,Centenary,Maize,2000,16479,1410,4971,26.61
7094,Centenary,Maize,2000,98884,1410,4971,26.67
7095,Centenary,Maize,2000,98884,1410,4971,26.61
7096,Centenary,Maize,2000,118759,1410,4971,26.67
7097,Centenary,Maize,2000,118759,1410,4971,26.61
7098,Centenary,Maize,2000,47851,1410,4971,26.67
7099,Centenary,Maize,2000,47851,1410,4971,26.61
7100,Centenary,Maize,2000,24008,1410,4971,26.67
7101,Centenary,Maize,2000,24008,1410,4971,26.61
7102,Centenary,Maize,2000,60677,1410,4971,26.67
7103,Centenary,Maize,2000,60677,1410,4971,26.61
7104,Centenary,Maize,2000,51705,1410,4971,26.67
7105,Centenary,Maize,2000,51705,1410,4971,26.61
7106,Centenary,Maize,2001,77740,1410,4971,26.57
7107,Centenary,Maize,2001,77740,1410,4971,26.43
7108,Centenary,Maize,2001,16223,1410,4971,26.57
7109,Centenary,Maize,2001,16223,1410,4971,26.43
7110,Centenary,Maize,2001,108065,1410,4971,26.57
7111,Centenary,Maize,2001,108065,1410,4971,26.43
7112,Centenary,Maize,2001,123819,1410,4971,26.57
7113,Centenary,Maize,2001,123819,1410,4971,26.43
7114,Centenary,Maize,2001,48092,1410,4971,26.57
7115,Centenary,Maize,2001,48092,1410,4971,26.43
7116,Centenary,Maize,2001,19295,1410,4971,26.57
7117,Centenary,Maize,2001,19295,1410,4971,26.43
7118,Centenary,Maize,2001,68826,1410,4971,26.57
7119,Centenary,Maize,2001,68826,1410,4971,26.43
7120,Centenary,Maize,2001,71153,1410,4971,26.57
7121,Centenary,Maize,2001,71153,1410,4971,26.43
7122,Centenary,Maize,2002,54098,1410,4971,26.45
7123,Centenary,Maize,2002,54098,1410,4971,26.4
7124,Centenary,Maize,2002,13760,1410,4971,26.45
7125,Centenary,Maize,2002,13760,1410,4971,26.4
7126,Centenary,Maize,2002,79229,1410,4971,26.45
7127,Centenary,Maize,2002,79229,1410,4971,26.4
7128,Centenary,Maize,2002,86284,1410,4971,26.45
7129,Centenary,Maize,2002,86284,1410,4971,26.4
7130,Centenary,Maize,2002,89767,1410,4971,26.45
7131,Centenary,Maize,2002,89767,1410,4971,26.4
7132,Centenary,Maize,2002,25700,1410,4971,26.45
7133,Centenary,Maize,2002,25700,1410,4971,26.4
7134,Centenary,Maize,2002,62031,1410,4971,26.45
7135,Centenary,Maize,2002,62031,1410,4971,26.4
7136,Centenary,Maize,2002,54622,1410,4971,26.45
7137,Centenary,Maize,2002,54622,1410,4971,26.4
7138,Centenary,Maize,2003,60006,1410,4971,26.41
7139,Centenary,Maize,2003,60006,1410,4971,26.38
7140,Centenary,Maize,2003,14105,1410,4971,26.41
7141,Centenary,Maize,2003,14105,1410,4971,26.38
7142,Centenary,Maize,2003,105020,1410,4971,26.41
7143,Centenary,Maize,2003,105020,1410,4971,26.38
7144,Centenary,Maize,2003,98385,1410,4971,26.41
7145,Centenary,Maize,2003,98385,1410,4971,26.38
7146,Centenary,Maize,2003,50096,1410,4971,26.41
7147,Centenary,Maize,2003,50096,1410,4971,26.38
7148,Centenary,Maize,2003,21713,1410,4971,26.41
7149,Centenary,Maize,2003,21713,1410,4971,26.38
7150,Centenary,Maize,2003,54771,1410,4971,26.41
7151,Centenary,Maize,2003,54771,1410,4971,26.38
7152,Centenary,Maize,2003,57115,1410,4971,26.41
7153,Centenary,Maize,2003,57115,1410,4971,26.38
7154,Centenary,Maize,2004,60160,1410,4971,26.78
7155,Centenary,Maize,2004,60160,1410,4971,26.64
7156,Centenary,Maize,2004,10268,1410,4971,26.78
7157,Centenary,Maize,2004,10268,1410,4971,26.64
7158,Centenary,Maize,2004,71308,1410,4971,26.78
7159,Centenary,Maize,2004,71308,1410,4971,26.64
7160,Centenary,Maize,2004,121589,1410,4971,26.78
7161,Centenary,Maize,2004,121589,1410,4971,26.64
7162,Centenary,Maize,2004,46589,1410,4971,26.78
7163,Centenary,Maize,2004,46589,1410,4971,26.64
7164,Centenary,Maize,2004,20233,1410,4971,26.78
7165,Centenary,Maize,2004,20233,1410,4971,26.64
7166,Centenary,Maize,2004,61641,1410,4971,26.78
7167,Centenary,Maize,2004,61641,1410,4971,26.64
7168,Centenary,Maize,2004,48632,1410,4971,26.78
7169,Centenary,Maize,2004,48632,1410,4971,26.64
7170,Centenary,Maize,2005,62154,1410,3449,26.82
7171,Centenary,Maize,2005,62154,1410,3449,26.78
7172,Centenary,Maize,2005,14034,1410,3449,26.82
7173,Centenary,Maize,2005,14034,1410,3449,26.78
7174,Centenary,Maize,2005,89385,1410,3449,26.82
7175,Centenary,Maize,2005,89385,1410,3449,26.78
7176,Centenary,Maize,2005,103563,1410,3449,26.82
7177,Centenary,Maize,2005,103563,1410,3449,26.78
7178,Centenary,Maize,2005,47722,1410,3449,26.82
7179,Centenary,Maize,2005,47722,1410,3449,26.78
7180,Centenary,Maize,2005,24329,1410,3449,26.82
7181,Centenary,Maize,2005,24329,1410,3449,26.78
7182,Centenary,Maize,2005,53487,1410,3449,26.82
7183,Centenary,Maize,2005,53487,1410,3449,26.78
7184,Centenary,Maize,2005,53450,1410,3449,26.82
7185,Centenary,Maize,2005,53450,1410,3449,26.78
7186,Centenary,Maize,2006,60748,1410,3493,26.29
7187,Centenary,Maize,2006,60748,1410,3493,26.31
7188,Centenary,Maize,2006,13584,1410,3493,26.29
7189,Centenary,Maize,2006,13584,1410,3493,26.31
7190,Centenary,Maize,2006,81850,1410,3493,26.29
7191,Centenary,Maize,2006,81850,1410,3493,26.31
7192,Centenary,Maize,2006,98893,1410,3493,26.29
7193,Centenary,Maize,2006,98893,1410,3493,26.31
7194,Centenary,Maize,2006,46016,1410,3493,26.29
7195,Centenary,Maize,2006,46016,1410,3493,26.31
7196,Centenary,Maize,2006,26850,1410,3493,26.29
7197,Centenary,Maize,2006,26850,1410,3493,26.31
7198,Centenary,Maize,2006,55926,1410,3493,26.29
7199,Centenary,Maize,2006,55926,1410,3493,26.31
7200,Centenary,Maize,2006,58904,1410,3493,26.29
7201,Centenary,Maize,2006,58904,1410,3493,26.31
7202,Centenary,Maize,2007,59409,1410,3846,27.18
7203,Centenary,Maize,2007,59409,1410,3846,27.01
7204,Centenary,Maize,2007,11770,1410,3846,27.18
7205,Centenary,Maize,2007,11770,1410,3846,27.01
7206,Centenary,Maize,2007,72082,1410,3846,27.18
7207,Centenary,Maize,2007,72082,1410,3846,27.01
7208,Centenary,Maize,2007,92123,1410,3846,27.18
7209,Centenary,Maize,2007,92123,1410,3846,27.01
7210,Centenary,Maize,2007,48213,1410,3846,27.18
7211,Centenary,Maize,2007,48213,1410,3846,27.01
7212,Centenary,Maize,2007,25468,1410,3846,27.18
7213,Centenary,Maize,2007,25468,1410,3846,27.01
7214,Centenary,Maize,2007,49019,1410,3846,27.18
7215,Centenary,Maize,2007,49019,1410,3846,27.01
7216,Centenary,Maize,2007,51088,1410,3846,27.18
7217,Centenary,Maize,2007,51088,1410,3846,27.01
7218,Centenary,Maize,2008,62593,1410,4375,27.16
7219,Centenary,Maize,2008,62593,1410,4375,27.14
7220,Centenary,Maize,2008,13001,1410,4375,27.16
7221,Centenary,Maize,2008,13001,1410,4375,27.14
7222,Centenary,Maize,2008,79861,1410,4375,27.16
7223,Centenary,Maize,2008,79861,1410,4375,27.14
7224,Centenary,Maize,2008,91000,1410,4375,27.16
7225,Centenary,Maize,2008,91000,1410,4375,27.14
7226,Centenary,Maize,2008,42709,1410,4375,27.16
7227,Centenary,Maize,2008,42709,1410,4375,27.14
7228,Centenary,Maize,2008,24125,1410,4375,27.16
7229,Centenary,Maize,2008,24125,1410,4375,27.14
7230,Centenary,Maize,2008,55893,1410,4375,27.16
7231,Centenary,Maize,2008,55893,1410,4375,27.14
7232,Centenary,Maize,2008,61802,1410,4375,27.16
7233,Centenary,Maize,2008,61802,1410,4375,27.14
7234,Centenary,Maize,2009,64588,1410,5398,26.66
7235,Centenary,Maize,2009,64588,1410,5398,26.62
7236,Centenary,Maize,2009,12633,1410,5398,26.66
7237,Centenary,Maize,2009,12633,1410,5398,26.62
7238,Centenary,Maize,2009,97323,1410,5398,26.66
7239,Centenary,Maize,2009,97323,1410,5398,26.62
7240,Centenary,Maize,2009,110524,1410,5398,26.66
7241,Centenary,Maize,2009,110524,1410,5398,26.62
7242,Centenary,Maize,2009,45422,1410,5398,26.66
7243,Centenary,Maize,2009,45422,1410,5398,26.62
7244,Centenary,Maize,2009,25384,1410,5398,26.66
7245,Centenary,Maize,2009,25384,1410,5398,26.62
7246,Centenary,Maize,2009,61874,1410,5398,26.66
7247,Centenary,Maize,2009,61874,1410,5398,26.62
7248,Centenary,Maize,2009,59554,1410,5398,26.66
7249,Centenary,Maize,2009,59554,1410,5398,26.62
7250,Centenary,Maize,2020,65367,1410,5082,26.37
7251,Centenary,Maize,2020,65367,1410,5082,26.35
7252,Centenary,Maize,2020,12343,1410,5082,26.37
7253,Centenary,Maize,2020,12343,1410,5082,26.35
7254,Centenary,Maize,2020,94268,1410,5082,26.37
7255,Centenary,Maize,2020,94268,1410,5082,26.35
7256,Centenary,Maize,2020,142405,1410,5082,26.37
7257,Centenary,Maize,2020,142405,1410,5082,26.35
7258,Centenary,Maize,2020,46372,1410,5082,26.37
7259,Centenary,Maize,2020,46372,1410,5082,26.35
7260,Centenary,Maize,2020,24912,1410,5082,26.37
7261,Centenary,Maize,2020,24912,1410,5082,26.35
7262,Centenary,Maize,2020,60559,1410,5082,26.37
7263,Centenary,Maize,2020,60559,1410,5082,26.35
7264,Centenary,Maize,2020,64917,1410,5082,26.37
7265,Centenary,Maize,2020,64917,1410,5082,26.35
7266,Centenary,Maize,2021,69763,1410,7182,26.78
7267,Centenary,Maize,2021,69763,1410,7182,26.8
7268,Centenary,Maize,2021,13390,1410,7182,26.78
7269,Centenary,Maize,2021,13390,1410,7182,26.8
7270,Centenary,Maize,2021,84717,1410,7182,26.78
7271,Centenary,Maize,2021,84717,1410,7182,26.8
7272,Centenary,Maize,2021,183821,1410,7182,26.78
7273,Centenary,Maize,2021,183821,1410,7182,26.8
7274,Centenary,Maize,2021,48950,1410,7182,26.78
7275,Centenary,Maize,2021,48950,1410,7182,26.8
7276,Centenary,Maize,2021,28965,1410,7182,26.78
7277,Centenary,Maize,2021,28965,1410,7182,26.8
7278,Centenary,Maize,2021,60250,1410,7182,26.78
7279,Centenary,Maize,2021,60250,1410,7182,26.8
7280,Centenary,Maize,2021,62777,1410,7182,26.78
7281,Centenary,Maize,2021,62777,1410,7182,26.8
7282,Centenary,Maize,2022,69924,1410,4018.07,27.08
7283,Centenary,Maize,2022,69924,1410,4018.07,27.05
7284,Centenary,Maize,2022,12960,1410,4018.07,27.08
7285,Centenary,Maize,2022,12960,1410,4018.07,27.05
7286,Centenary,Maize,2022,78695,1410,4018.07,27.08
7287,Centenary,Maize,2022,78695,1410,4018.07,27.05
7288,Centenary,Maize,2022,166370,1410,4018.07,27.08
7289,Centenary,Maize,2022,166370,1410,4018.07,27.05
7290,Centenary,Maize,2022,48593,1410,4018.07,27.08
7291,Centenary,Maize,2022,48593,1410,4018.07,27.05
7292,Centenary,Maize,2022,19380,1410,4018.07,27.08
7293,Centenary,Maize,2022,19380,1410,4018.07,27.05
7294,Centenary,Maize,2022,60518,1410,4018.07,27.08
7295,Centenary,Maize,2022,60518,1410,4018.07,27.05
7296,Centenary,Maize,2022,67400,1410,4018.07,27.08
7297,Centenary,Maize,2022,67400,1410,4018.07,27.05
7298,Centenary,Maize,2014,65505,1410,3713.96,26.83
7299,Centenary,Maize,2014,65505,1410,3713.96,26.71
7300,Centenary,Maize,2014,14924,1410,3713.96,26.83
7301,Centenary,Maize,2014,14924,1410,3713.96,26.71
7302,Centenary,Maize,2014,85924,1410,3713.96,26.83
7303,Centenary,Maize,2014,85924,1410,3713.96,26.71
7304,Centenary,Maize,2014,179600,1410,3713.96,26.83
7305,Centenary,Maize,2014,179600,1410,3713.96,26.71
7306,Centenary,Maize,2014,43044,1410,3713.96,26.83
7307,Centenary,Maize,2014,43044,1410,3713.96,26.71
7308,Centenary,Maize,2014,19686,1410,3713.96,26.83
7309,Centenary,Maize,2014,19686,1410,3713.96,26.71
7310,Centenary,Maize,2014,64152,1410,3713.96,26.83
7311,Centenary,Maize,2014,64152,1410,3713.96,26.71
7312,Centenary,Maize,2014,64577,1410,3713.96,26.83
7313,Centenary,Maize,2014,64577,1410,3713.96,26.71
7314,Centenary,Maize,2015,66559,1410,3515.56,27.03
7315,Centenary,Maize,2015,66559,1410,3515.56,26.9
7316,Centenary,Maize,2015,14206,1410,3515.56,27.03
7317,Centenary,Maize,2015,14206,1410,3515.56,26.9
7318,Centenary,Maize,2015,104137,1410,3515.56,27.03
7319,Centenary,Maize,2015,104137,1410,3515.56,26.9
7320,Centenary,Maize,2015,220766,1410,3515.56,27.03
7321,Centenary,Maize,2015,220766,1410,3515.56,26.9
7322,Centenary,Maize,2015,42047,1410,3515.56,27.03
7323,Centenary,Maize,2015,42047,1410,3515.56,26.9
7324,Centenary,Maize,2015,20534,1410,3515.56,27.03
7325,Centenary,Maize,2015,20534,1410,3515.56,26.9
7326,Centenary,Maize,2015,62339,1410,3515.56,27.03
7327,Centenary,Maize,2015,62339,1410,3515.56,26.9
7328,Centenary,Maize,2015,56337,1410,3515.56,27.03
7329,Centenary,Maize,2015,56337,1410,3515.56,26.9
7330,Centenary,Maize,2016,72182,1410,4116.45,27.01
7331,Centenary,Maize,2016,72182,1410,4116.45,27.08
7332,Centenary,Maize,2016,13900,1410,4116.45,27.01
7333,Centenary,Maize,2016,13900,1410,4116.45,27.08
7334,Centenary,Maize,2016,122008,1410,4116.45,27.01
7335,Centenary,Maize,2016,122008,1410,4116.45,27.08
7336,Centenary,Maize,2016,222125,1410,4116.45,27.01
7337,Centenary,Maize,2016,222125,1410,4116.45,27.08
7338,Centenary,Maize,2016,46865,1410,4116.45,27.01
7339,Centenary,Maize,2016,46865,1410,4116.45,27.08
7340,Centenary,Maize,2016,20497,1410,4116.45,27.01
7341,Centenary,Maize,2016,20497,1410,4116.45,27.08
7342,Centenary,Maize,2016,70151,1410,4116.45,27.01
7343,Centenary,Maize,2016,70151,1410,4116.45,27.08
7344,Centenary,Maize,2016,63984,1410,4116.45,27.01
7345,Centenary,Maize,2016,63984,1410,4116.45,27.08
7346,Centenary,Maize,2017,75588,1410,5689.8,27.08
7347,Centenary,Maize,2017,75588,1410,5689.8,27.12
7348,Centenary,Maize,2017,13350,1410,5689.8,27.08
7349,Centenary,Maize,2017,13350,1410,5689.8,27.12
7350,Centenary,Maize,2017,107774,1410,5689.8,27.08
7351,Centenary,Maize,2017,107774,1410,5689.8,27.12
7352,Centenary,Maize,2017,216325,1410,5689.8,27.08
7353,Centenary,Maize,2017,216325,1410,5689.8,27.12
7354,Centenary,Maize,2017,48112,1410,5689.8,27.08
7355,Centenary,Maize,2017,48112,1410,5689.8,27.12
7356,Centenary,Maize,2017,17929,1410,5689.8,27.08
7357,Centenary,Maize,2017,17929,1410,5689.8,27.12
7358,Centenary,Maize,2017,75696,1410,5689.8,27.08
7359,Centenary,Maize,2017,75696,1410,5689.8,27.12
7360,Centenary,Maize,2017,64848,1410,5689.8,27.08
7361,Centenary,Maize,2017,64848,1410,5689.8,27.12
7362,Centenary,Maize,2018,75141,1410,5409.43,26.76
7363,Centenary,Maize,2018,75141,1410,5409.43,26.56
7364,Centenary,Maize,2018,14532,1410,5409.43,26.76
7365,Centenary,Maize,2018,14532,1410,5409.43,26.56
7366,Centenary,Maize,2018,94967,1410,5409.43,26.76
7367,Centenary,Maize,2018,94967,1410,5409.43,26.56
7368,Centenary,Maize,2018,205454,1410,5409.43,26.76
7369,Centenary,Maize,2018,205454,1410,5409.43,26.56
7370,Centenary,Maize,2018,48268,1410,5409.43,26.76
7371,Centenary,Maize,2018,48268,1410,5409.43,26.56
7372,Centenary,Maize,2018,21736,1410,5409.43,26.76
7373,Centenary,Maize,2018,21736,1410,5409.43,26.56
7374,Centenary,Maize,2018,71031,1410,5409.43,26.76
7375,Centenary,Maize,2018,71031,1410,5409.43,26.56
7376,Centenary,Maize,2018,69428,1410,5409.43,26.76
7377,Centenary,Maize,2018,69428,1410,5409.43,26.56
7378,Centenary,Maize,2019,77183,1410,5975.25,26.91
7379,Centenary,Maize,2019,77183,1410,5975.25,26.88
7380,Centenary,Maize,2019,14645,1410,5975.25,26.91
7381,Centenary,Maize,2019,14645,1410,5975.25,26.88
7382,Centenary,Maize,2019,123255,1410,5975.25,26.91
7383,Centenary,Maize,2019,123255,1410,5975.25,26.88
7384,Centenary,Maize,2019,219707,1410,5975.25,26.91
7385,Centenary,Maize,2019,219707,1410,5975.25,26.88
7386,Centenary,Maize,2019,42862,1410,5975.25,26.91
7387,Centenary,Maize,2019,42862,1410,5975.25,26.88
7388,Centenary,Maize,2019,19343,1410,5975.25,26.91
7389,Centenary,Maize,2019,19343,1410,5975.25,26.88
7390,Centenary,Maize,2019,77468,1410,5975.25,26.91
7391,Centenary,Maize,2019,77468,1410,5975.25,26.88
7392,Centenary,Maize,2019,70171,1410,5975.25,26.91
7393,Centenary,Maize,2019,70171,1410,5975.25,26.88
7394,Centenary,Maize,2020,84606,1410,6316.61,26.93
7395,Centenary,Maize,2020,84606,1410,6316.61,27.01
7396,Centenary,Maize,2020,16818,1410,6316.61,26.93
7397,Centenary,Maize,2020,16818,1410,6316.61,27.01
7398,Centenary,Maize,2020,109770,1410,6316.61,26.93
7399,Centenary,Maize,2020,109770,1410,6316.61,27.01
7400,Centenary,Maize,2020,237316,1410,6316.61,26.93
7401,Centenary,Maize,2020,237316,1410,6316.61,27.01
7402,Centenary,Maize,2020,47651,1410,6316.61,26.93
7403,Centenary,Maize,2020,47651,1410,6316.61,27.01
7404,Centenary,Maize,2020,21139,1410,6316.61,26.93
7405,Centenary,Maize,2020,21139,1410,6316.61,27.01
7406,Centenary,Maize,2020,81343,1410,6316.61,26.93
7407,Centenary,Maize,2020,81343,1410,6316.61,27.01
7408,Centenary,Maize,2020,69331,1410,6316.61,26.93
7409,Centenary,Maize,2020,69331,1410,6316.61,27.01
7410,Centenary,Maize,2021,78686,1410,6316.61,26.79
7411,Centenary,Maize,2021,78686,1410,6316.61,26.66
7412,Centenary,Maize,2021,16229,1410,6316.61,26.79
7413,Centenary,Maize,2021,16229,1410,6316.61,26.66
7414,Centenary,Maize,2021,173430,1410,6316.61,26.79
7415,Centenary,Maize,2021,173430,1410,6316.61,26.66
7416,Centenary,Maize,2021,236186,1410,6316.61,26.79
7417,Centenary,Maize,2021,236186,1410,6316.61,26.66
7418,Centenary,Maize,2021,50057,1410,6316.61,26.79
7419,Centenary,Maize,2021,50057,1410,6316.61,26.66
7420,Centenary,Maize,2021,14666,1410,6316.61,26.79
7421,Centenary,Maize,2021,14666,1410,6316.61,26.66
7422,Centenary,Maize,2021,80907,1410,6316.61,26.79
7423,Centenary,Maize,2021,80907,1410,6316.61,26.66
7424,Centenary,Maize,2021,67133,1410,6316.61,26.79
7425,Centenary,Maize,2021,67133,1410,6316.61,26.66
7426,Centenary,Maize,2022,75083,1410,6316.61,26.87
7427,Centenary,Maize,2022,75083,1410,6316.61,26.84
7428,Centenary,Maize,2022,15675,1410,6316.61,26.87
7429,Centenary,Maize,2022,15675,1410,6316.61,26.84
7430,Centenary,Maize,2022,183778,1410,6316.61,26.87
7431,Centenary,Maize,2022,183778,1410,6316.61,26.84
7432,Centenary,Maize,2022,242634,1410,6316.61,26.87
7433,Centenary,Maize,2022,242634,1410,6316.61,26.84
7434,Centenary,Maize,2022,41266,1410,6316.61,26.87
7435,Centenary,Maize,2022,41266,1410,6316.61,26.84
7436,Centenary,Maize,2022,14585,1410,6316.61,26.87
7437,Centenary,Maize,2022,14585,1410,6316.61,26.84
7438,Centenary,Maize,2022,81007,1410,6316.61,26.87
7439,Centenary,Maize,2022,81007,1410,6316.61,26.84
7440,Centenary,Maize,2022,66228,1410,6316.61,26.87
7441,Centenary,Maize,2022,66228,1410,6316.61,26.84
7442,Centenary,Maize,2024,74585,1410,6316.61,26.51
7443,Centenary,Maize,2024,74585,1410,6316.61,26.88
7444,Centenary,Maize,2024,15764,1410,6316.61,26.51
7445,Centenary,Maize,2024,15764,1410,6316.61,26.88
7446,Centenary,Maize,2024,200939,1410,6316.61,26.51
7447,Centenary,Maize,2024,200939,1410,6316.61,26.88
7448,Centenary,Maize,2024,256603,1410,6316.61,26.51
7449,Centenary,Maize,2024,256603,1410,6316.61,26.88
7450,Centenary,Maize,2024,45123,1410,6316.61,26.51
7451,Centenary,Maize,2024,45123,1410,6316.61,26.88
7452,Centenary,Maize,2024,15303,1410,6316.61,26.51
7453,Centenary,Maize,2024,15303,1410,6316.61,26.88
7454,Centenary,Maize,2024,79812,1410,6316.61,26.51
7455,Centenary,Maize,2024,79812,1410,6316.61,26.88
7456,Centenary,Maize,2024,63432,1410,6316.61,26.51
7457,Centenary,Maize,2024,63432,1410,6316.61,26.88
7458,Centenary,Maize,2000,54593,2274,2537,21.82
7459,Centenary,Maize,2000,54593,2274,2537,17.6
7460,Centenary,Maize,2000,54593,2274,2537,22.12
7461,Centenary,Maize,2000,10602,2274,2537,21.82
7462,Centenary,Maize,2000,10602,2274,2537,17.6
7463,Centenary,Maize,2000,10602,2274,2537,22.12
7464,Centenary,Maize,2000,118358,2274,2537,21.82
7465,Centenary,Maize,2000,118358,2274,2537,17.6
7466,Centenary,Maize,2000,118358,2274,2537,22.12
7467,Centenary,Maize,2000,71727,2274,2537,21.82
7468,Centenary,Maize,2000,71727,2274,2537,17.6
7469,Centenary,Maize,2000,71727,2274,2537,22.12
7470,Centenary,Maize,2000,31218,2274,2537,21.82
7471,Centenary,Maize,2000,31218,2274,2537,17.6
7472,Centenary,Maize,2000,31218,2274,2537,22.12
7473,Centenary,Maize,2000,28273,2274,2537,21.82
7474,Centenary,Maize,2000,28273,2274,2537,17.6
7475,Centenary,Maize,2000,28273,2274,2537,22.12
7476,Centenary,Maize,2000,19873,2274,2537,21.82
7477,Centenary,Maize,2000,19873,2274,2537,17.6
7478,Centenary,Maize,2000,19873,2274,2537,22.12
7479,Centenary,Maize,2000,59520,2274,2537,21.82
7480,Centenary,Maize,2000,59520,2274,2537,17.6
7481,Centenary,Maize,2000,59520,2274,2537,22.12
7482,Centenary,Maize,2000,7967,2274,2537,21.82
7483,Centenary,Maize,2000,7967,2274,2537,17.6
7484,Centenary,Maize,2000,7967,2274,2537,22.12
7485,Centenary,Maize,2001,47217,2274,2377,21.91
7486,Centenary,Maize,2001,47217,2274,2377,17.59
7487,Centenary,Maize,2001,47217,2274,2377,22.18
7488,Centenary,Maize,2001,13821,2274,2377,21.91
7489,Centenary,Maize,2001,13821,2274,2377,17.59
7490,Centenary,Maize,2001,13821,2274,2377,22.18
7491,Centenary,Maize,2001,99852,2274,2377,21.91
7492,Centenary,Maize,2001,99852,2274,2377,17.59
7493,Centenary,Maize,2001,99852,2274,2377,22.18
7494,Centenary,Maize,2001,68405,2274,2377,21.91
7495,Centenary,Maize,2001,68405,2274,2377,17.59
7496,Centenary,Maize,2001,68405,2274,2377,22.18
7497,Centenary,Maize,2001,26921,2274,2377,21.91
7498,Centenary,Maize,2001,26921,2274,2377,17.59
7499,Centenary,Maize,2001,26921,2274,2377,22.18
7500,Centenary,Maize,2001,15289,2274,2377,21.91
7501,Centenary,Maize,2001,15289,2274,2377,17.59
7502,Centenary,Maize,2001,15289,2274,2377,22.18
7503,Centenary,Maize,2001,16598,2274,2377,21.91
7504,Centenary,Maize,2001,16598,2274,2377,17.59
7505,Centenary,Maize,2001,16598,2274,2377,22.18
